4,5,1,5,4,3,1,0,4,1,3,5,5,4,1,4,3,1,0,4,1,1,6,2,5
0,0,1000,1000,0,1000,1200,550,0,1000,1000,0,1000,0,1000,0,1000,1000,1000,0,1000,1000,1000,1000,1000
0,0,87,-55,0,0,20,0,0,-30,0,0,-180,0,12,0,1,0,0,0,20,-10,-1,3700,168
0,0,0,0.78,0,1,0,0,0,0,0,0,0.8,0,0,0,0,110,0,0,0,0,0,1,0.7
0,1,1,0,0,0,0.6,0,0,1,0,1,0,0,1,0,0,0,0,0,0.8,0,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
